InspectionID,Facility_ID,Facility_Name,Facility_Address,Facility_Address_2,Facility_City,Facility_State,Facility_Postal_Code,Facility_County,Venue_Type,Inspection_Date,Inspection_Score,Inspection_Purpose,Inspection_Passed,No_Imminent_Health_Hazards,Disinfectant,Free_Chlorine,Free_Bromine,pH,Enclosure,Main_Drain_Visible,Safety_Equipment,Disinfectant_Level,pH_Balance,Inspection_Notes,OBJECTID
1375316,99437,AVENUE APARTMENTS,1019 EVERETT AVE,,LOUISVILLE,KY,40204,JEFFERSON,POOL,2018/04/30,92,ROUTINE,TRUE,FALSE,CHLORINE,3.2,,8,TRUE,TRUE,TRUE,TRUE,TRUE," pH Balance - ph(7.2-7.8)| Disinfectant Level - disinfectant free residual| other - warning signs, facility regulations posted, conspicuous, good repair",193
1375317,93101,VU CLUB,822 S. FLOYD ST.,,LOUISVILLE,KY,40202,JEFFERSON,HOT TUB / SPA,2018/04/30,,OTHER,TRUE,FALSE,CHLORINE,0.2,,7.6999998,TRUE,TRUE,TRUE,FALSE,TRUE, Disinfectant Level - disinfectant free residual| other - disinfectant combined residual| other - temperature (heated facilities),194
1375730,66059,COUNTRY INN & SUITES,1241 KENTUCKY MILLS DR,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2018/04/30,92,ROUTINE,FALSE,TRUE,BROMINE,,22.5,7.6999998,TRUE,FALSE,TRUE,FALSE,TRUE," Main Drain Visible - turbidity| Disinfectant Level - disinfectant free residual| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair",195
1375730,66059,COUNTRY INN & SUITES,1241 KENTUCKY MILLS DR,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2018/04/30,92,ROUTINE,TRUE,TRUE,BROMINE,,22.5,7.6999998,TRUE,TRUE,TRUE,TRUE,TRUE," Main Drain Visible - turbidity| Disinfectant Level - disinfectant free residual| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair",196
1375731,93922,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2018/04/30,86,ROUTINE,FALSE,TRUE,CHLORINE,2,,8.3999996,TRUE,TRUE,TRUE,TRUE,FALSE," pH Balance - ph(7.2-7.8)| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - flow meter: installation, accessibility, operating, good repair| other - operator testing frequency, log sheets maintained",197
1375732,93920,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,HOT TUB / SPA,2018/04/30,94,ROUTINE,TRUE,TRUE,BROMINE,,2.25,7.8000002,TRUE,TRUE,TRUE,TRUE,TRUE," other - total alkalinity (50-180 ppm)| other - operator testing frequency, log sheets maintained| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",198
1376044,71464,COMFORT SUITES,6535 PARAMOUNT PARK DR,,LOUISVILLE,KY,40213,JEFFERSON,POOL,2018/05/02,,OTHER,TRUE,TRUE,CHLORINE,1.4,,7.5999999,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - disinfectant combined residual",199
1376064,95029,HOLIDAY INN HURSTBOURNE,1325 S. HURSTBOURNE PARKWAY,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/04/30,,OTHER,TRUE,TRUE,CHLORINE,4.8000002,,7.4000001,TRUE,TRUE,TRUE,FALSE,TRUE, Disinfectant Level - disinfectant free residual,200
1376067,97812,HAMPTON INN & HOME2 SUITES,1150 FOREST BRIDGE RD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/04/30,,OTHER,TRUE,TRUE,CHLORINE,4.5999999,,7.3000002,TRUE,TRUE,TRUE,FALSE,TRUE, Disinfectant Level - disinfectant free residual,201
1377058,33320,CYPRESS POINTE #1,425 S. HUBBARDS LN,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2018/05/07,95,ROUTINE,FALSE,TRUE,CHLORINE,8.6000004,,7.8000002,TRUE,TRUE,TRUE,FALSE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Disinfectant Level - disinfectant free residual",202
1377058,33320,CYPRESS POINTE #1,425 S. HUBBARDS LN,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2018/05/07,95,ROUTINE,TRUE,TRUE,CHLORINE,8.6000004,,7.8000002,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Disinfectant Level - disinfectant free residual",203
1377476,93922,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2018/05/07,83,FOLLOW-UP,FALSE,TRUE,CHLORINE,6.1999998,,8.3999996,TRUE,TRUE,TRUE,TRUE,FALSE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - flow meter: installation, accessibility, operating, good repair| other - disinfectant combined residual| pH Balance - ph(7.2-7.8)| other - total alkalinity (50-180 ppm)",204
1377477,93920,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,HOT TUB / SPA,2018/05/07,93,FOLLOW-UP,FALSE,TRUE,BROMINE,,0.89999998,8.3999996,TRUE,TRUE,TRUE,TRUE,FALSE," pH Balance - ph(7.2-7.8)| other - total alkalinity (50-180 ppm)| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",205
1377477,93920,COMFORT SUITES,1850 RESOURCE WAY,,JEFFERSONTOWN,KY,40299,JEFFERSON,HOT TUB / SPA,2018/05/07,93,FOLLOW-UP,TRUE,TRUE,BROMINE,,0.89999998,8.3999996,TRUE,TRUE,TRUE,TRUE,TRUE," pH Balance - ph(7.2-7.8)| other - total alkalinity (50-180 ppm)| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair",206
1377521,33320,CYPRESS POINTE #1,425 S. HUBBARDS LN,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2018/05/08,95,FOLLOW-UP,FALSE,TRUE,CHLORINE,3.8,,7.1999998,TRUE,TRUE,TRUE,FALSE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Disinfectant Level - disinfectant free residual",207
1377521,33320,CYPRESS POINTE #1,425 S. HUBBARDS LN,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2018/05/08,95,FOLLOW-UP,TRUE,TRUE,CHLORINE,3.8,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Disinfectant Level - disinfectant free residual",208
1378183,95995,THE CLUBHOUSE,2330 CRITTENDEN DRIVE,,LOUISVILLE,KY,40217,JEFFERSON,POOL,2018/05/08,97,ROUTINE,FALSE,TRUE,CHLORINE,2,,7.3000002,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",209
1378184,83518,THE PROVINCE,600 RUGGLES PLACE,,LOUISVILLE,KY,40208,JEFFERSON,POOL,2018/05/08,95,ROUTINE,FALSE,TRUE,CHLORINE,2.4000001,,7.3000002,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",210
1378184,83518,THE PROVINCE,600 RUGGLES PLACE,,LOUISVILLE,KY,40208,JEFFERSON,POOL,2018/05/08,95,ROUTINE,TRUE,TRUE,CHLORINE,2.4000001,,7.3000002,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair",211
1378190,94926,U OF L - SOCCER COMPLEX #2,337 BYRNE AVE,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2018/05/09,94,ROUTINE,FALSE,TRUE,CHLORINE,9,,8,TRUE,TRUE,TRUE,FALSE,FALSE, pH Balance - ph(7.2-7.8)| Disinfectant Level - disinfectant free residual,212
1378191,94925,U OF L - SOCCER COMPLEX #1,337 BYRNE AVE,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2018/05/09,92,ROUTINE,FALSE,TRUE,CHLORINE,0.5,,8,TRUE,TRUE,TRUE,TRUE,FALSE," pH Balance - ph(7.2-7.8)| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair",213
1378191,94925,U OF L - SOCCER COMPLEX #1,337 BYRNE AVE,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2018/05/09,92,ROUTINE,TRUE,TRUE,CHLORINE,0.5,,8,TRUE,TRUE,TRUE,TRUE,TRUE," pH Balance - ph(7.2-7.8)| other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - pumps, approved type, capacity, gauges, valving, strainer, operating, good repair",214
1378192,29328,SHAWNEE HIGH SCHOOL,4010 W. MARKET STREET,,LOUISVILLE,KY,40212,JEFFERSON,POOL,2018/05/09,98,ROUTINE,TRUE,TRUE,CHLORINE,1.4,,7.5,TRUE,TRUE,TRUE,TRUE,TRUE," other - chemicals stock: adequate, fresh, storage, usage",215
1378444,29311,ROYAL AMBASSADOR,1602 GARDINER LN,,LOUISVILLE,KY,40205,JEFFERSON,POOL,2018/05/10,,OTHER,TRUE,TRUE,BROMINE,,4.5,7.5999999,TRUE,TRUE,TRUE,FALSE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual",216
1378895,99474,THE GROVE AT LYNDON,7716 SUNDANCE DR,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/05/11,95,ROUTINE,TRUE,TRUE,CHLORINE,2.4000001,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - lighting, underwater and deck: adequate, operating, good repair| other - recirculating piping:  identified, approved materials, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair",217
1378955,29469,YMCA SOUTHEAST,5930 SIX MILE LANE,,LOUISVILLE,KY,40218,JEFFERSON,POOL,2018/05/14,,OTHER,TRUE,TRUE,CHLORINE,2.4000001,,7.0999999,TRUE,TRUE,TRUE,TRUE,FALSE, pH Balance - ph(7.2-7.8),218
1378957,91985,ESPORTA FITNESS,4620 TAYLORSVILLE RD,,LOUISVILLE,KY,40220,JEFFERSON,POOL,2018/05/14,,OTHER,TRUE,TRUE,CHLORINE,2.4000001,,7.5,TRUE,TRUE,TRUE,TRUE,TRUE, other - disinfectant combined residual,219
1379079,101516,HOMEWOOD SUITES,635 W MARKET ST,,LOUISVILLE,KY,40202,JEFFERSON,POOL,2018/05/14,,OTHER,TRUE,TRUE,CHLORINE,4,,7.1999998,TRUE,TRUE,TRUE,FALSE,TRUE, other - disinfectant combined residual| Disinfectant Level - disinfectant free residual,220
1379508,69696,FOUR POINTS BY SHERATON,2850 CRITTENDEN DR,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2018/05/15,95,ROUTINE,FALSE,TRUE,BROMINE,,1.4,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - disinfectant combined residual| other - toilet, shower, locker facilities: clean, lighting, ventilation, good repair",221
1379508,69696,FOUR POINTS BY SHERATON,2850 CRITTENDEN DR,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2018/05/15,95,ROUTINE,TRUE,TRUE,BROMINE,,1.4,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - disinfectant combined residual| other - toilet, shower, locker facilities: clean, lighting, ventilation, good repair",222
1379510,29358,CROWNE PLAZA,830 PHILLIPS LN,,LOUISVILLE,KY,40209,JEFFERSON,POOL,2018/05/15,,OTHER,TRUE,TRUE,CHLORINE,1.8,,7,TRUE,TRUE,TRUE,TRUE,FALSE, pH Balance - ph(7.2-7.8),223
1379571,29693,THE FORUM AT BROOKSIDE,200 BROOKSIDE DR,,DOUGLASS HILLS,KY,40243,JEFFERSON,POOL,2018/05/15,93,ROUTINE,FALSE,TRUE,BROMINE,,24.5,7.5999999,TRUE,TRUE,TRUE,FALSE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Disinfectant Level - disinfectant free residual| other - total alkalinity (50-180 ppm)",224
1379571,29693,THE FORUM AT BROOKSIDE,200 BROOKSIDE DR,,DOUGLASS HILLS,KY,40243,JEFFERSON,POOL,2018/05/15,93,ROUTINE,TRUE,TRUE,BROMINE,,24.5,7.5999999,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Disinfectant Level - disinfectant free residual| other - total alkalinity (50-180 ppm)",225
1379572,95029,HOLIDAY INN HURSTBOURNE,1325 S. HURSTBOURNE PARKWAY,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/05/15,92,ROUTINE,FALSE,TRUE,CHLORINE,2,,7.4000001,TRUE,TRUE,FALSE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - disinfectant combined residual| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",226
1379572,95029,HOLIDAY INN HURSTBOURNE,1325 S. HURSTBOURNE PARKWAY,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/05/15,92,ROUTINE,TRUE,TRUE,CHLORINE,2,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - disinfectant combined residual| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",227
1379618,64893,BAPTIST  MILESTONE THERAPY,750 CYPRESS STATION DR,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2018/05/15,94,ROUTINE,FALSE,TRUE,CHLORINE,3.4000001,,7.3000002,TRUE,TRUE,TRUE,FALSE,TRUE, Disinfectant Level - disinfectant free residual| other - disinfectant combined residual,228
1379619,64951,BAPTIST MILESTONE LAP,750 CYPRESS STATION DR,,LOUISVILLE,KY,40207,JEFFERSON,POOL,2018/05/15,94,ROUTINE,FALSE,TRUE,CHLORINE,4,,7.4000001,TRUE,TRUE,TRUE,FALSE,TRUE, Disinfectant Level - disinfectant free residual| other - disinfectant combined residual,229
1379620,64902,BAPTIST MILESTONE SPA,750 CYPRESS STATION DR,,LOUISVILLE,KY,40207,JEFFERSON,HOT TUB / SPA,2018/05/15,97,ROUTINE,FALSE,TRUE,CHLORINE,2.2,,7.5,TRUE,TRUE,TRUE,TRUE,TRUE, other - disinfectant combined residual,230
1379898,66118,DRURY INN & SUITES,9501 BLAIRWOOD RD,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/05/16,92,ROUTINE,FALSE,TRUE,BROMINE,,12.6,7.1999998,TRUE,TRUE,TRUE,FALSE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| Disinfectant Level - disinfectant free residual",231
1379898,66118,DRURY INN & SUITES,9501 BLAIRWOOD RD,,LOUISVILLE,KY,40222,JEFFERSON,POOL,2018/05/16,92,ROUTINE,TRUE,TRUE,BROMINE,,12.6,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| Disinfectant Level - disinfectant free residual",232
1379899,66119,DRURY INN & SUITES,9501 BLAIRWOOD RD,,LOUISVILLE,KY,40222,JEFFERSON,HOT TUB / SPA,2018/05/16,97,ROUTINE,FALSE,TRUE,BROMINE,,1.35,7.1999998,TRUE,TRUE,TRUE,FALSE,TRUE, Disinfectant Level - disinfectant free residual,233
1380110,38495,WOODS OF ST THOMAS,6701 FALLEN LEAF CIRCLE,,LOUISVILLE,KY,40241,JEFFERSON,WADING POOL,2018/05/17,92,ROUTINE,FALSE,TRUE,CHLORINE,4.25,,7.1999998,TRUE,TRUE,TRUE,FALSE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| Disinfectant Level - disinfectant free residual",234
1380110,38495,WOODS OF ST THOMAS,6701 FALLEN LEAF CIRCLE,,LOUISVILLE,KY,40241,JEFFERSON,WADING POOL,2018/05/17,92,ROUTINE,TRUE,TRUE,CHLORINE,4.25,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| Disinfectant Level - disinfectant free residual",235
1380111,38494,WOODS OF ST THOMAS,6701 FALLEN LEAF CIRCLE,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2018/05/17,83,ROUTINE,FALSE,TRUE,CHLORINE,3.5,,7.1999998,TRUE,TRUE,TRUE,FALSE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - water heaters:  approved type, thermometers, temperature limiting device, operating, good repair| Disinfectant Level - disinfectant free residual| other - structures, decks, furnishings:  good repair, clean",236
1380112,36003,BRIDGEPOINTE SWIM CLUB,4910 OLDE CREEK WAY,,LOUISVILLE,KY,40059,JEFFERSON,WADING POOL,2018/05/17,92,ROUTINE,FALSE,TRUE,CHLORINE,4,,7.5999999,TRUE,TRUE,TRUE,FALSE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| Disinfectant Level - disinfectant free residual",237
1380112,36003,BRIDGEPOINTE SWIM CLUB,4910 OLDE CREEK WAY,,LOUISVILLE,KY,40059,JEFFERSON,WADING POOL,2018/05/17,92,ROUTINE,TRUE,TRUE,CHLORINE,4,,7.5999999,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| Disinfectant Level - disinfectant free residual",238
1380113,36002,BRIDGEPOINTE SWIM CLUB,4910 OLDE CREEK WAY,,LOUISVILLE,KY,40059,JEFFERSON,POOL,2018/05/17,90,ROUTINE,FALSE,TRUE,CHLORINE,3.5,,7.5,TRUE,TRUE,TRUE,FALSE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - surge tank, backwash sump, other equipment: adequate, installation, operating, good repair| Disinfectant Level - disinfectant free residual",239
1380113,36002,BRIDGEPOINTE SWIM CLUB,4910 OLDE CREEK WAY,,LOUISVILLE,KY,40059,JEFFERSON,POOL,2018/05/17,90,ROUTINE,TRUE,TRUE,CHLORINE,3.5,,7.5,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - depth markings and lane lines properly located, spaced sized, contrasting color, good repair| other - surge tank, backwash sump, other equipment: adequate, installation, operating, good repair| Disinfectant Level - disinfectant free residual",240
1380114,66007,COBBLESTONE CONDOMINIUMS,10001 GLASGOW BLVD,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2018/05/17,91,ROUTINE,FALSE,TRUE,CHLORINE,2,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - chemicals stock: adequate, fresh, storage, usage",241
1380114,66007,COBBLESTONE CONDOMINIUMS,10001 GLASGOW BLVD,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2018/05/17,91,ROUTINE,TRUE,TRUE,CHLORINE,2,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| other - chemicals stock: adequate, fresh, storage, usage",242
1380115,60018,WORTHINGTON GLEN CONDOMINIUMS,10200 WORTHINGTON GLEN DR,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2018/05/17,85,ROUTINE,FALSE,TRUE,CHLORINE,1,,7.4000001,TRUE,TRUE,FALSE,FALSE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| Disinfectant Level - disinfectant free residual| other - toilet, shower, locker facilities: clean, lighting, ventilation, good repair| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",243
1380116,100794,LAQUINTA INN & SUITES,1501 ALLIANT AVENUE,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2018/05/17,97,ROUTINE,FALSE,TRUE,BROMINE,,3.1500001,7.1999998,TRUE,TRUE,TRUE,FALSE,TRUE, Disinfectant Level - disinfectant free residual,244
1380379,38494,WOODS OF ST THOMAS,6701 FALLEN LEAF CIRCLE,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2018/05/18,89,FOLLOW-UP,FALSE,TRUE,CHLORINE,3.5,,7.1999998,TRUE,TRUE,TRUE,FALSE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| Disinfectant Level - disinfectant free residual| other - structures, decks, furnishings:  good repair, clean",245
1380379,38494,WOODS OF ST THOMAS,6701 FALLEN LEAF CIRCLE,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2018/05/18,89,FOLLOW-UP,TRUE,TRUE,CHLORINE,3.5,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - equipment room: adequate space, floor drain, lighting, ventilation, no non-essential materials, clean, good repair| Disinfectant Level - disinfectant free residual| other - structures, decks, furnishings:  good repair, clean",246
1380956,103302,TOWNEPLACE SUITES / FAIRFIELD INN & SUITES,10110 CHAMPION FARMS DR,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2018/05/21,89,ROUTINE,FALSE,TRUE,CHLORINE,5.1999998,,7.4000001,TRUE,TRUE,TRUE,FALSE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - disinfectant system, type ~ installation, capacity, operating, good repair| other - chemicals stock: adequate, fresh, storage, usage| Disinfectant Level - disinfectant free residual",247
1380956,103302,TOWNEPLACE SUITES / FAIRFIELD INN & SUITES,10110 CHAMPION FARMS DR,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2018/05/21,89,ROUTINE,TRUE,TRUE,CHLORINE,5.1999998,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - disinfectant system, type ~ installation, capacity, operating, good repair| other - chemicals stock: adequate, fresh, storage, usage| Disinfectant Level - disinfectant free residual",248
1380958,29340,EP TOM SAWYER STATE PARK,3000 FREYS HILL RD,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2018/05/21,89,ROUTINE,FALSE,TRUE,CHLORINE,2.5,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - recirculating piping:  identified, approved materials, good repair| other - toilet, shower, locker facilities: clean, lighting, ventilation, good repair",249
1380958,29340,EP TOM SAWYER STATE PARK,3000 FREYS HILL RD,,LOUISVILLE,KY,40241,JEFFERSON,POOL,2018/05/21,89,ROUTINE,TRUE,TRUE,CHLORINE,2.5,,7.4000001,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| other - ladders, steps, handrails, diving boards, lifelines and floats in good repair| other - recirculating piping:  identified, approved materials, good repair| other - toilet, shower, locker facilities: clean, lighting, ventilation, good repair",250
1380962,66973,ALL ABOUT KIDS,2531 BLANKENBAKER PKWY,,LOUISVILLE,KY,40299,JEFFERSON,POOL,2018/05/18,,OTHER,TRUE,TRUE,BROMINE,,7.1999998,7.3000002,TRUE,TRUE,TRUE,FALSE,TRUE, Disinfectant Level - disinfectant free residual,251
1380963,103431,WINGATE BY WYNDHAM,12301 ALLIANT COURT,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2018/05/21,92,ROUTINE,FALSE,TRUE,BROMINE,,4.5,7.6999998,TRUE,TRUE,FALSE,FALSE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Disinfectant Level - disinfectant free residual| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",252
1380963,103431,WINGATE BY WYNDHAM,12301 ALLIANT COURT,,JEFFERSONTOWN,KY,40299,JEFFERSON,POOL,2018/05/21,92,ROUTINE,TRUE,TRUE,BROMINE,,4.5,7.6999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - bottom, sidewalls, deck:  growths, scum build-up, clean, good repair| Disinfectant Level - disinfectant free residual| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",253
1381014,29686,FOREST PARK CONDOMINIUMS,1600 FOREST PARK RD,,LOUISVILLE,KY,40223,JEFFERSON,POOL,2018/05/21,,OTHER,TRUE,TRUE,CHLORINE,1.8,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE, other - disinfectant combined residual,254
1381319,97530,WOODRIDGE LAKE,5110 WOODRIDGE LAKE BLVD,,LOUISVILLE,KY,40229,JEFFERSON,POOL,2018/05/22,91,ROUTINE,FALSE,TRUE,CHLORINE,3.2,,7.5,TRUE,TRUE,FALSE,FALSE,TRUE," other - perimeter overflow system, skimmers, inlets, main drain, water level, operating, clean, good repair| Disinfectant Level - disinfectant free residual| Safety Equipment - first aid, safety equipment, spa timer switch, telephone: readily accessible, adequate, maintained, good repair",255
1381322,51574,HAZELWOOD CTR ICFR,1800 BLUEGRASS AVE,,LOUISVILLE,KY,40215,JEFFERSON,POOL,2018/05/22,95,ROUTINE,FALSE,TRUE,CHLORINE,2.8,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - turover rate ~ hrs.(min.)| other - operator testing frequency, log sheets maintained",256
1381322,51574,HAZELWOOD CTR ICFR,1800 BLUEGRASS AVE,,LOUISVILLE,KY,40215,JEFFERSON,POOL,2018/05/22,95,ROUTINE,TRUE,TRUE,CHLORINE,2.8,,7.1999998,TRUE,TRUE,TRUE,TRUE,TRUE," other - turover rate ~ hrs.(min.)| other - operator testing frequency, log sheets maintained",257
